precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
Light Snow (1 inch),0,63,Fourday,Pasturemoon,4,18,10,21,0,Indescernable,15,5,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,64,Freeday,Pasturemoon,5,18,10,27,15,Prevailing Direction,-5,-20,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,65,Godsday,Pasturemoon,6,25,10,37,15,Prevailing Direction,0,-20,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,66,Moonday,Pasturemoon,7,30,15,32,5,Prevailing Direction,25,10,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,67,Twiceday,Pasturemoon,8,25,10,21,20,Prevailing Direction,-5,-25,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,68,Thriceday,Pasturemoon,9,18,10,36,35,Prevailing Direction,-20,-35,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Snow (1 inch),25,69,Fourday,Pasturemoon,10,25,10,24,25,Prevailing Direction,-5,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Light Snow (1 inch),35,70,Freeday,Pasturemoon,11,18,10,32,35,Prevailing Direction,-20,-35,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,71,Godsday,Pasturemoon,12,18,10,27,45,From Arctic,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,72,Moonday,Pasturemoon,13,30,15,25,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Snow (1/2 inch),20,73,Twiceday,Pasturemoon,14,35,15,39,20,Prevailing Direction,10,-15,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,20,74,Thriceday,Pasturemoon,15,35,15,30,20,Prevailing Direction,10,-15,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,75,Fourday,Pasturemoon,16,40,20,38,10,Prevailing Direction,40,0,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,76,Freeday,Pasturemoon,17,30,15,39,25,From Arctic,0,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,77,Godsday,Pasturemoon,18,30,15,35,25,Prevailing Direction,0,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,78,Moonday,Pasturemoon,19,18,10,36,40,From Arctic,-25,-40,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,79,Twiceday,Pasturemoon,20,35,15,39,25,From Tropics,5,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,80,Thriceday,Pasturemoon,21,35,15,23,25,Prevailing Direction,5,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,81,Fourday,Pasturemoon,22,50,30,25,15,From Tropics,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,82,Freeday,Pasturemoon,23,65,45,35,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,83,Godsday,Pasturemoon,24,70,50,24,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,84,Moonday,Pasturemoon,25,70,50,37,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,85,Twiceday,Pasturemoon,26,70,50,35,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,86,Thriceday,Pasturemoon,27,70,50,27,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,87,Fourday,Pasturemoon,28,70,50,24,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,88,Freeday,Pasturemoon,29,70,50,40,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,89,Godsday,Pasturemoon,30,70,50,22,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,90,Moonday,Fallowmoon,1,75,55,31,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,91,Twiceday,Fallowmoon,2,70,55,23,0,Indescernable,70,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,92,Thriceday,Fallowmoon,3,65,45,23,15,From Arctic,65,45,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,93,Fourday,Fallowmoon,4,50,30,25,25,From Arctic,50,0,Drought,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,94,Freeday,Fallowmoon,5,40,20,33,35,Prevailing Direction,40,-20,Drought,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,95,Godsday,Fallowmoon,6,50,30,36,25,Prevailing Direction,50,0,Drought,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,96,Moonday,Fallowmoon,7,60,40,35,15,Prevailing Direction,60,40,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,97,Twiceday,Fallowmoon,8,65,45,29,5,Prevailing Direction,65,45,Drought,2.5,-,-,-,500,300,50,25
No Precipitation,0,98,Thriceday,Fallowmoon,9,70,55,21,0,Indescernable,70,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,99,Fourday,Fallowmoon,10,75,55,37,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,100,Freeday,Fallowmoon,11,70,50,25,10,From Arctic,70,50,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,101,Godsday,Fallowmoon,12,75,55,31,0,Indescernable,80,55,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,102,Moonday,Fallowmoon,13,70,55,34,0,Indescernable,70,55,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,103,Twiceday,Fallowmoon,14,65,45,27,10,From Arctic,65,45,Normal,5,-,-,-,500,300,50,25
No Precipitation,20,104,Thriceday,Fallowmoon,15,50,30,34,20,From Arctic,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,105,Fourday,Fallowmoon,16,60,40,38,5,Prevailing Direction,60,40,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,106,Freeday,Fallowmoon,17,50,30,38,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,107,Godsday,Fallowmoon,18,50,30,25,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,108,Moonday,Fallowmoon,19,40,20,35,35,From Arctic,40,-20,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,109,Twiceday,Fallowmoon,20,50,30,30,25,Prevailing Direction,50,0,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,110,Thriceday,Fallowmoon,21,40,20,39,40,From Arctic,40,-25,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,111,Fourday,Fallowmoon,22,50,30,35,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),0,112,Freeday,Fallowmoon,23,70,50,24,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,113,Godsday,Fallowmoon,24,70,50,32,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,114,Moonday,Fallowmoon,25,70,50,29,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,115,Twiceday,Fallowmoon,26,60,40,26,15,From Arctic,60,40,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,116,Thriceday,Fallowmoon,27,50,30,36,25,Prevailing Direction,50,0,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,117,Fourday,Fallowmoon,28,60,40,37,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,118,Freeday,Fallowmoon,29,40,20,29,25,From Arctic,40,-15,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,119,Godsday,Fallowmoon,30,50,30,32,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,120,Moonday,Midsummer,1,60,40,35,5,Prevailing Direction,60,40,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,5,121,Twiceday,Midsummer,2,60,40,24,5,Prevailing Direction,60,40,Normal,2.5,-,-,-,500,300,50,25
Light Snow (1 inch),60,122,Thriceday,Midsummer,3,40,20,30,60,Prevailing,40,-25,Gale,30,-4/-6/X/X,-4,0.5,400,250,50,25
Trace Rain (<1/8 inch),45,123,Fourday,Midsummer,4,50,30,28,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,124,Freeday,Midsummer,5,50,30,40,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,125,Godsday,Midsummer,6,60,40,36,35,Prevailing Direction,60,40,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),25,126,Moonday,Midsummer,7,70,50,40,25,From Tropics,70,50,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,40,127,Twiceday,Midsummer,8,60,40,22,40,Prevailing Direction,60,40,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,128,Thriceday,Midsummer,9,65,45,21,25,Prevailing Direction,65,45,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,129,Fourday,Midsummer,10,70,50,31,15,Prevailing Direction,70,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),25,130,Freeday,Midsummer,11,65,45,37,25,Prevailing Direction,65,45,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Trace Rain (<1/8 inch),35,131,Godsday,Midsummer,12,50,30,28,35,From Arctic,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,20,132,Moonday,Midsummer,13,60,40,25,20,Prevailing Direction,60,40,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,133,Twiceday,Midsummer,14,40,20,25,35,From Arctic,40,-20,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,134,Thriceday,Midsummer,15,50,30,37,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,135,Fourday,Midsummer,16,60,40,22,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,136,Freeday,Midsummer,17,50,30,23,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,137,Godsday,Midsummer,18,50,30,31,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),30,138,Moonday,Midsummer,19,60,40,36,30,Prevailing Direction,60,40,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,40,139,Twiceday,Midsummer,20,50,30,35,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),30,140,Thriceday,Midsummer,21,65,45,28,30,From Tropics,65,45,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,45,141,Fourday,Midsummer,22,50,30,26,45,From Arctic,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,142,Freeday,Midsummer,23,60,40,38,35,Prevailing Direction,60,40,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,143,Godsday,Midsummer,24,40,20,31,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,144,Moonday,Midsummer,25,40,20,27,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,145,Twiceday,Midsummer,26,50,30,34,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,146,Thriceday,Midsummer,27,40,20,35,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,147,Fourday,Midsummer,28,50,30,39,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),45,148,Freeday,Midsummer,29,40,20,22,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Snow (1/2 inch),45,149,Godsday,Midsummer,30,40,20,22,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,150,Moonday,Haymoon,1,60,40,24,30,From Tropics,60,40,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,20,151,Twiceday,Haymoon,2,60,40,40,20,From Tropics,60,40,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,152,Thriceday,Haymoon,3,60,40,37,10,Prevailing Direction,60,40,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),20,153,Fourday,Haymoon,4,50,30,28,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,35,154,Freeday,Haymoon,5,35,15,30,35,From Arctic,0,-30,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,155,Godsday,Haymoon,6,40,20,39,20,Prevailing Direction,40,-10,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,156,Moonday,Haymoon,7,50,30,28,5,Prevailing Direction,50,25,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,5,157,Twiceday,Haymoon,8,50,30,25,5,Prevailing Direction,50,25,Normal,2.5,-,-,-,500,300,50,25
Trace Snow (1/2 inch),15,158,Thriceday,Haymoon,9,40,20,35,15,Prevailing Direction,40,-5,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
Trace Snow (1/2 inch),25,159,Fourday,Haymoon,10,30,15,32,25,From Arctic,0,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,160,Freeday,Haymoon,11,35,15,23,10,Prevailing Direction,20,-5,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,161,Godsday,Haymoon,12,40,20,33,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,162,Moonday,Haymoon,13,50,30,33,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,163,Twiceday,Haymoon,14,60,40,22,0,Indescernable,60,40,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,164,Thriceday,Haymoon,15,60,40,27,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,165,Fourday,Haymoon,16,35,15,23,15,From Arctic,15,-10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,166,Freeday,Haymoon,17,35,15,34,15,Prevailing Direction,15,-10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Snow (1 inch),5,167,Godsday,Haymoon,18,40,20,27,5,Prevailing Direction,40,15,Normal,2.5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,168,Moonday,Haymoon,19,65,45,32,0,Indescernable,65,45,Heatwave,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,169,Twiceday,Haymoon,20,65,45,30,0,Indescernable,65,45,Heatwave,0,-,-,-,400,250,50,25
No Precipitation,0,170,Thriceday,Haymoon,21,65,45,28,0,Indescernable,65,45,Heatwave,0,-,-,-,500,300,50,25
No Precipitation,0,171,Fourday,Haymoon,22,65,45,30,0,Indescernable,65,45,Heatwave,0,-,-,-,500,300,50,25
No Precipitation,0,172,Freeday,Haymoon,23,65,45,40,0,Indescernable,65,45,Heatwave,0,-,-,-,500,300,50,25
Light Snow (1 inch),0,173,Godsday,Haymoon,24,0,-10,22,0,Indescernable,-5,-15,Coldwave,0,-,-,-,400,250,50,25
No Precipitation,0,174,Moonday,Haymoon,25,0,-10,33,0,Indescernable,-5,-15,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,0,175,Twiceday,Haymoon,26,0,-10,35,0,Indescernable,-5,-15,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,10,176,Thriceday,Haymoon,27,0,-10,36,10,From Arctic,-20,-30,Coldwave,5,-,-,-,500,300,50,25
No Precipitation,20,177,Fourday,Haymoon,28,10,0,24,20,Prevailing Direction,-25,-40,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Snow (1/2 inch),30,178,Freeday,Haymoon,29,10,0,31,30,From Arctic,-35,-50,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,30,179,Godsday,Haymoon,30,18,10,26,30,Prevailing Direction,-20,-35,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,180,Moonday,Harvest,1,18,10,30,30,Prevailing Direction,-20,-35,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,181,Twiceday,Harvest,2,10,0,26,45,Prevailing Direction,-40,-55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),45,182,Thriceday,Harvest,3,0,-10,27,45,Prevailing Direction,-55,-70,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,183,Fourday,Harvest,4,-5,-20,21,45,Prevailing Direction,-65,-90,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,184,Freeday,Harvest,5,10,0,22,35,From Tropics,-35,-50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
