precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
No Precipitation,15,18,Moonday,Springmoon,19,70,50,51,15,From Arctic,75,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,19,Twiceday,Springmoon,20,65,45,41,30,Prevailing Direction,65,45,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,20,Thriceday,Springmoon,21,70,50,54,15,Prevailing Direction,75,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,21,Fourday,Springmoon,22,75,55,55,0,Indescernable,80,60,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,22,Freeday,Springmoon,23,70,50,58,10,From Arctic,75,50,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,23,Godsday,Springmoon,24,75,55,48,0,Indescernable,80,60,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,24,Moonday,Springmoon,25,80,60,55,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,25,Twiceday,Springmoon,26,70,50,43,0,Indescernable,75,50,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,26,Thriceday,Springmoon,27,70,50,48,0,Indescernable,75,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,27,Fourday,Springmoon,28,70,55,67,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,28,Freeday,Springmoon,29,75,55,47,0,Indescernable,80,60,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,29,Godsday,Springmoon,30,75,55,67,0,Indescernable,80,60,Normal,0,-,-,-,500,300,50,25
Light Snow (1 inch),0,30,Moonday,Eostara,1,10,0,21,0,Indescernable,5,-5,Coldwave,0,-,-,-,400,250,50,25
No Precipitation,0,31,Twiceday,Eostara,2,10,0,36,0,Indescernable,5,-5,Coldwave,0,-,-,-,500,300,50,25
Trace Snow (1/2 inch),0,32,Thriceday,Eostara,3,10,0,38,0,Indescernable,5,-5,Coldwave,0,-,-,-,400,250,50,25
No Precipitation,15,33,Fourday,Eostara,4,10,0,38,15,From Arctic,-20,-35,Coldwave,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,34,Freeday,Eostara,5,10,0,31,25,From Arctic,-30,-45,Coldwave,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,35,Godsday,Eostara,6,25,10,36,25,Prevailing Direction,-5,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,36,Moonday,Eostara,7,30,15,32,10,Prevailing Direction,15,-5,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,37,Twiceday,Eostara,8,25,10,40,25,Prevailing Direction,-5,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Severe Snowstorm,0,38,Thriceday,Eostara,9,18,10,37,0,Indescernable,15,5,Extreme Precipitation,0,-,-,-,20,20,10,5
No Precipitation,10,39,Fourday,Eostara,10,18,10,37,10,Prevailing Direction,0,-10,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,40,Freeday,Eostara,11,18,10,35,25,From Arctic,-15,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,41,Godsday,Eostara,12,18,10,34,35,From Arctic,-20,-35,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Snow (1 inch),25,42,Moonday,Eostara,13,30,15,30,25,From Tropics,0,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Severe Snowstorm,0,43,Twiceday,Eostara,14,18,10,25,0,Indescernable,15,5,Extreme Precipitation,0,-,-,-,20,20,10,5
No Precipitation,0,44,Thriceday,Eostara,15,30,15,31,0,Indescernable,25,10,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,45,Fourday,Eostara,16,30,15,33,0,Indescernable,25,10,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,46,Freeday,Eostara,17,40,20,27,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,47,Godsday,Eostara,18,35,15,25,15,Prevailing Direction,15,-10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,48,Moonday,Eostara,19,35,15,34,15,Prevailing Direction,15,-10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,49,Twiceday,Eostara,20,30,15,40,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Snow (1 inch),40,50,Thriceday,Eostara,21,18,10,29,40,From Arctic,-25,-40,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,51,Fourday,Eostara,22,30,15,31,30,From Tropics,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Snow (1 inch),40,52,Freeday,Eostara,23,25,10,37,40,Prevailing Direction,-15,-40,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Light Snow (1 inch),0,53,Godsday,Eostara,24,18,10,27,0,Indescernable,15,5,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,54,Moonday,Eostara,25,30,15,23,0,Indescernable,25,10,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,55,Twiceday,Eostara,26,40,20,32,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
Severe Snowstorm,0,56,Thriceday,Eostara,27,25,10,23,0,Indescernable,20,5,Extreme Precipitation,0,-,-,-,20,20,10,5
Trace Snow (1/2 inch),10,57,Fourday,Eostara,28,18,10,31,10,Prevailing Direction,0,-10,Normal,5,-,-,-,400,250,50,25
No Precipitation,25,58,Freeday,Eostara,29,18,10,30,25,Prevailing Direction,-15,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,59,Godsday,Eostara,30,30,15,27,10,Prevailing Direction,15,-5,Normal,5,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,60,Moonday,Pasturemoon,1,40,20,56,0,Indescernable,40,15,Coldwave,0,-,-,-,150,100,25,15
No Precipitation,0,61,Twiceday,Pasturemoon,2,40,20,63,0,Indescernable,40,15,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,0,62,Thriceday,Pasturemoon,3,40,20,67,0,Indescernable,40,15,Coldwave,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,63,Fourday,Pasturemoon,4,60,40,47,0,Indescernable,65,40,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,64,Freeday,Pasturemoon,5,50,30,58,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,65,Godsday,Pasturemoon,6,65,45,59,0,Indescernable,70,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,66,Moonday,Pasturemoon,7,70,50,60,0,Indescernable,75,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,67,Twiceday,Pasturemoon,8,60,40,53,10,From Arctic,65,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,68,Thriceday,Pasturemoon,9,50,30,54,25,Prevailing Direction,50,0,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,69,Fourday,Pasturemoon,10,65,45,55,15,From Tropics,70,45,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,70,Freeday,Pasturemoon,11,60,40,51,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),35,71,Godsday,Pasturemoon,12,50,30,48,35,From Arctic,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),25,72,Moonday,Pasturemoon,13,60,40,49,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
Moderate Rain (<3/4 inch),15,73,Twiceday,Pasturemoon,14,70,50,57,15,From Tropics,75,50,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,25,74,Thriceday,Pasturemoon,15,65,45,55,25,Prevailing Direction,65,45,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,75,Fourday,Pasturemoon,16,70,50,49,10,Prevailing Direction,75,50,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,76,Freeday,Pasturemoon,17,70,55,68,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,77,Godsday,Pasturemoon,18,70,55,53,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,78,Moonday,Pasturemoon,19,75,55,65,0,Indescernable,80,60,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,79,Twiceday,Pasturemoon,20,80,60,42,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,80,Thriceday,Pasturemoon,21,80,65,41,0,Indescernable,85,70,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,81,Fourday,Pasturemoon,22,80,60,63,10,Prevailing Direction,85,65,Normal,5,-,-,-,400,250,50,25
No Precipitation,25,82,Freeday,Pasturemoon,23,75,55,46,25,Prevailing Direction,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,83,Godsday,Pasturemoon,24,70,55,48,40,Prevailing Direction,70,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,84,Moonday,Pasturemoon,25,75,55,53,25,Prevailing Direction,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,85,Twiceday,Pasturemoon,26,75,55,50,25,Prevailing Direction,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,86,Thriceday,Pasturemoon,27,70,55,47,40,Prevailing Direction,70,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,87,Fourday,Pasturemoon,28,65,45,51,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,88,Freeday,Pasturemoon,29,50,30,54,45,From Arctic,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,89,Godsday,Pasturemoon,30,60,40,54,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,90,Moonday,Fallowmoon,1,65,45,28,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,91,Twiceday,Fallowmoon,2,70,50,23,35,Prevailing Direction,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,92,Thriceday,Fallowmoon,3,65,45,32,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,93,Fourday,Fallowmoon,4,65,45,39,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,94,Freeday,Fallowmoon,5,70,50,35,35,Prevailing Direction,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),25,95,Godsday,Fallowmoon,6,75,55,28,25,From Tropics,75,55,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,10,96,Moonday,Fallowmoon,7,80,65,29,10,From Tropics,85,65,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,97,Twiceday,Fallowmoon,8,90,70,33,0,Indescernable,95,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,98,Thriceday,Fallowmoon,9,85,65,26,10,From Arctic,90,65,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,99,Fourday,Fallowmoon,10,90,70,29,0,Indescernable,95,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,100,Freeday,Fallowmoon,11,95,75,40,0,Indescernable,105,80,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,101,Godsday,Fallowmoon,12,100,80,25,0,Indescernable,110,85,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,102,Moonday,Fallowmoon,13,90,70,21,0,Indescernable,95,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,103,Twiceday,Fallowmoon,14,85,70,32,10,Prevailing Direction,90,70,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,104,Thriceday,Fallowmoon,15,90,70,32,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,105,Fourday,Fallowmoon,16,90,75,33,0,Indescernable,95,80,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,106,Freeday,Fallowmoon,17,90,70,30,10,Prevailing Direction,95,70,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,107,Godsday,Fallowmoon,18,90,70,40,10,Prevailing Direction,95,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,108,Moonday,Fallowmoon,19,85,65,37,25,From Arctic,90,65,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,109,Twiceday,Fallowmoon,20,90,70,29,10,From Tropics,95,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,110,Thriceday,Fallowmoon,21,90,75,38,0,Indescernable,95,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,111,Fourday,Fallowmoon,22,85,70,39,15,From Arctic,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,112,Freeday,Fallowmoon,23,90,70,38,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,113,Godsday,Fallowmoon,24,85,65,30,15,From Arctic,90,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,114,Moonday,Fallowmoon,25,80,65,25,25,Prevailing Direction,80,65,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,115,Twiceday,Fallowmoon,26,80,60,25,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,116,Thriceday,Fallowmoon,27,80,65,30,25,Prevailing Direction,80,65,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),35,117,Fourday,Fallowmoon,28,75,55,39,35,From Arctic,75,55,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,20,118,Freeday,Fallowmoon,29,80,60,30,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,119,Godsday,Fallowmoon,30,80,60,32,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,120,Moonday,Midsummer,1,85,65,61,10,From Tropics,95,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,121,Twiceday,Midsummer,2,85,70,48,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,122,Thriceday,Midsummer,3,90,70,69,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,123,Fourday,Midsummer,4,85,70,49,10,Prevailing Direction,95,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,25,124,Freeday,Midsummer,5,85,65,65,25,Prevailing Direction,90,65,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,125,Godsday,Midsummer,6,80,65,63,40,Prevailing Direction,80,65,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,126,Moonday,Midsummer,7,80,60,53,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,127,Twiceday,Midsummer,8,75,55,43,45,Prevailing Direction,75,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,128,Thriceday,Midsummer,9,80,65,64,35,From Tropics,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),0,129,Fourday,Midsummer,10,100,80,58,0,Indescernable,115,85,Heatwave,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,130,Freeday,Midsummer,11,100,80,46,0,Indescernable,115,85,Heatwave,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,131,Godsday,Midsummer,12,100,80,44,0,Indescernable,115,85,Heatwave,0,-,-,-,150,100,25,15
Light Rain (<1/2 inch),10,132,Moonday,Midsummer,13,100,80,44,10,Prevailing Direction,115,85,Heatwave,5,-,-,-,400,250,50,25
No Precipitation,0,133,Twiceday,Midsummer,14,95,75,55,0,Indescernable,110,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,134,Thriceday,Midsummer,15,95,75,62,0,Indescernable,110,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,135,Fourday,Midsummer,16,90,75,66,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,136,Freeday,Midsummer,17,90,70,57,10,Prevailing Direction,100,75,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,137,Godsday,Midsummer,18,90,70,51,10,Prevailing Direction,100,75,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,138,Moonday,Midsummer,19,90,75,41,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,139,Twiceday,Midsummer,20,90,70,41,10,Prevailing Direction,100,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,140,Thriceday,Midsummer,21,95,75,56,0,Indescernable,110,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,141,Fourday,Midsummer,22,95,75,41,0,Indescernable,110,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,142,Freeday,Midsummer,23,90,75,51,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,143,Godsday,Midsummer,24,90,75,50,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,144,Moonday,Midsummer,25,85,70,53,15,From Arctic,95,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,145,Twiceday,Midsummer,26,85,65,42,30,Prevailing Direction,90,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,146,Thriceday,Midsummer,27,80,65,53,45,Prevailing Direction,80,65,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,147,Fourday,Midsummer,28,80,60,46,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,30,148,Freeday,Midsummer,29,80,65,66,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,149,Godsday,Midsummer,30,85,65,67,15,Prevailing Direction,95,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,150,Moonday,Haymoon,1,85,70,25,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,151,Twiceday,Haymoon,2,90,70,40,0,Indescernable,95,70,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,152,Thriceday,Haymoon,3,90,70,32,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,153,Fourday,Haymoon,4,85,70,33,10,Prevailing Direction,90,70,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,154,Freeday,Haymoon,5,85,70,25,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,155,Godsday,Haymoon,6,85,70,30,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,156,Moonday,Haymoon,7,90,70,37,0,Indescernable,95,70,Normal,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,157,Twiceday,Haymoon,8,90,70,37,0,Indescernable,95,70,Normal,0,-,-,-,400,250,50,25
No Precipitation,10,158,Thriceday,Haymoon,9,85,70,21,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,159,Fourday,Haymoon,10,85,70,24,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),20,160,Freeday,Haymoon,11,80,65,28,20,From Arctic,80,65,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,30,161,Godsday,Haymoon,12,75,55,21,30,From Arctic,75,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,162,Moonday,Haymoon,13,75,55,40,30,Prevailing Direction,75,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,163,Twiceday,Haymoon,14,70,55,24,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,164,Thriceday,Haymoon,15,80,60,39,35,From Tropics,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,165,Fourday,Haymoon,16,70,55,38,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,166,Freeday,Haymoon,17,70,55,39,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,167,Godsday,Haymoon,18,75,55,39,35,Prevailing Direction,75,55,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,168,Moonday,Haymoon,19,70,50,25,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,169,Twiceday,Haymoon,20,70,50,22,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),45,170,Thriceday,Haymoon,21,65,45,35,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,171,Fourday,Haymoon,22,60,40,27,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,172,Freeday,Haymoon,23,65,45,38,35,Prevailing Direction,65,45,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,173,Godsday,Haymoon,24,70,55,33,20,From Tropics,70,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,174,Moonday,Haymoon,25,70,55,36,20,Prevailing Direction,70,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,175,Twiceday,Haymoon,26,80,60,27,10,From Tropics,85,60,Normal,5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),20,176,Thriceday,Haymoon,27,70,55,23,20,From Arctic,70,55,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Light Rain (<1/2 inch),10,177,Fourday,Haymoon,28,80,60,34,10,From Tropics,85,60,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,178,Freeday,Haymoon,29,85,70,40,0,Indescernable,90,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,179,Godsday,Haymoon,30,80,65,21,15,From Arctic,85,65,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,180,Moonday,Harvest,1,80,65,55,15,Prevailing Direction,85,70,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,181,Twiceday,Harvest,2,70,55,41,0,Indescernable,75,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,182,Thriceday,Harvest,3,75,55,51,0,Indescernable,80,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,183,Fourday,Harvest,4,80,60,58,0,Indescernable,85,65,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,184,Freeday,Harvest,5,80,65,62,0,Indescernable,85,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,185,Godsday,Harvest,6,70,55,64,0,Indescernable,75,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,186,Moonday,Harvest,7,75,55,69,0,Indescernable,80,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,187,Twiceday,Harvest,8,80,65,65,0,Indescernable,85,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,188,Thriceday,Harvest,9,85,65,57,0,Indescernable,95,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,189,Fourday,Harvest,10,85,65,62,0,Indescernable,95,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,190,Freeday,Harvest,11,80,60,48,10,From Arctic,85,65,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,191,Godsday,Harvest,12,80,65,58,0,Indescernable,85,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,192,Moonday,Harvest,13,85,65,49,0,Indescernable,95,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,193,Twiceday,Harvest,14,80,65,46,0,Indescernable,85,70,Drought,0,-,-,-,500,300,50,25
