precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
No Precipitation,45,47,Godsday,Eostara,18,50,30,84,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,48,Moonday,Eostara,19,40,20,90,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,49,Twiceday,Eostara,20,50,30,82,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),25,50,Thriceday,Eostara,21,65,45,77,25,From Tropics,70,45,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Moderate Rain (<3/4 inch),15,51,Fourday,Eostara,22,70,55,88,15,From Tropics,80,65,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,30,52,Freeday,Eostara,23,70,50,88,30,Prevailing Direction,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Severe Snowstorm,0,53,Godsday,Eostara,24,50,30,78,0,Indescernable,50,25,Extreme Precipitation,0,-,-,-,20,20,10,5
Heavy Snow (4 inch),10,54,Moonday,Eostara,25,40,20,80,10,From Arctic,40,0,Normal,5,-,-,-,50,30,15,10
Light Rain (<1/2 inch),0,55,Twiceday,Eostara,26,50,30,81,0,Indescernable,50,25,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,56,Thriceday,Eostara,27,65,45,71,0,Indescernable,75,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,57,Fourday,Eostara,28,65,45,86,0,Indescernable,75,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,58,Freeday,Eostara,29,65,45,89,0,Indescernable,75,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,59,Godsday,Eostara,30,70,50,73,0,Indescernable,80,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,60,Moonday,Pasturemoon,1,70,50,41,0,Indescernable,75,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,61,Twiceday,Pasturemoon,2,70,55,55,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,62,Thriceday,Pasturemoon,3,70,50,60,15,Prevailing Direction,75,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,63,Fourday,Pasturemoon,4,60,40,43,30,From Arctic,60,40,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),40,64,Freeday,Pasturemoon,5,50,30,43,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Snow (1/2 inch),45,65,Godsday,Pasturemoon,6,40,20,54,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,66,Moonday,Pasturemoon,7,50,30,57,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,67,Twiceday,Pasturemoon,8,65,45,64,35,From Tropics,65,45,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,20,68,Thriceday,Pasturemoon,9,70,55,50,20,From Tropics,70,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),30,69,Fourday,Pasturemoon,10,65,45,41,30,From Arctic,65,45,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Light Rain (<1/2 inch),40,70,Freeday,Pasturemoon,11,60,40,51,40,Prevailing Direction,60,40,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Light Snow (1 inch),45,71,Godsday,Pasturemoon,12,40,20,68,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),35,72,Moonday,Pasturemoon,13,50,30,42,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,20,73,Twiceday,Pasturemoon,14,65,45,50,20,From Tropics,65,45,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,74,Thriceday,Pasturemoon,15,50,30,55,35,From Arctic,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Severe Snowstorm,0,75,Fourday,Pasturemoon,16,40,20,49,0,Indescernable,40,15,Extreme Precipitation,0,-,-,-,20,20,10,5
No Precipitation,0,76,Freeday,Pasturemoon,17,50,30,70,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,77,Godsday,Pasturemoon,18,50,30,50,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,78,Moonday,Pasturemoon,19,50,30,55,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
Light Snow (1 inch),10,79,Twiceday,Pasturemoon,20,40,20,61,10,From Arctic,40,0,Normal,5,-,-,-,400,250,50,25
No Precipitation,25,80,Thriceday,Pasturemoon,21,40,20,41,25,From Arctic,40,-15,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,81,Fourday,Pasturemoon,22,40,20,50,40,Prevailing Direction,40,-25,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,82,Freeday,Pasturemoon,23,40,20,61,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,83,Godsday,Pasturemoon,24,50,30,49,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),25,84,Moonday,Pasturemoon,25,60,40,47,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Light Rain (<1/2 inch),15,85,Twiceday,Pasturemoon,26,70,50,51,15,From Tropics,75,50,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
Light Rain (<1/2 inch),25,86,Thriceday,Pasturemoon,27,60,40,69,25,From Arctic,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,87,Fourday,Pasturemoon,28,70,50,67,10,From Tropics,75,50,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,88,Freeday,Pasturemoon,29,60,40,66,25,From Arctic,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,89,Godsday,Pasturemoon,30,40,20,45,40,From Arctic,40,-25,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,90,Moonday,Fallowmoon,1,40,20,41,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,91,Twiceday,Fallowmoon,2,50,30,56,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,92,Thriceday,Fallowmoon,3,60,40,64,30,Prevailing Direction,60,40,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Snow (2 inch),40,93,Fourday,Fallowmoon,4,40,20,62,40,From Arctic,40,-25,Normal,20,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,25,94,Freeday,Fallowmoon,5,60,40,70,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,95,Godsday,Fallowmoon,6,50,30,57,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),45,96,Moonday,Fallowmoon,7,40,20,68,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),35,97,Twiceday,Fallowmoon,8,60,40,52,35,From Tropics,60,40,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),45,98,Thriceday,Fallowmoon,9,50,30,51,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),35,99,Fourday,Fallowmoon,10,65,45,69,35,From Tropics,65,45,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,100,Freeday,Fallowmoon,11,50,30,51,45,From Arctic,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,101,Godsday,Fallowmoon,12,50,30,65,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,102,Moonday,Fallowmoon,13,65,45,67,35,From Tropics,65,45,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),45,103,Twiceday,Fallowmoon,14,60,40,53,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),35,104,Thriceday,Fallowmoon,15,65,45,51,35,Prevailing Direction,65,45,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,105,Fourday,Fallowmoon,16,50,30,52,45,From Arctic,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,106,Freeday,Fallowmoon,17,65,45,63,35,From Tropics,65,45,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Trace Rain (<1/8 inch),25,107,Godsday,Fallowmoon,18,70,50,59,25,Prevailing Direction,70,50,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,25,108,Moonday,Fallowmoon,19,70,50,61,25,Prevailing Direction,70,50,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,109,Twiceday,Fallowmoon,20,75,55,53,10,From Tropics,80,60,Normal,5,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,110,Thriceday,Fallowmoon,21,80,65,53,0,Indescernable,85,70,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,111,Fourday,Fallowmoon,22,80,60,67,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),25,112,Freeday,Fallowmoon,23,70,55,58,25,From Arctic,70,55,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,25,113,Godsday,Fallowmoon,24,70,55,41,25,Prevailing Direction,70,55,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,114,Moonday,Fallowmoon,25,70,50,60,40,Prevailing Direction,70,50,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),45,115,Twiceday,Fallowmoon,26,60,40,53,45,From Arctic,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),35,116,Thriceday,Fallowmoon,27,70,50,41,35,From Tropics,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,117,Fourday,Fallowmoon,28,65,45,49,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,118,Freeday,Fallowmoon,29,50,30,54,45,From Arctic,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Snow (1 inch),45,119,Godsday,Fallowmoon,30,40,20,61,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),45,120,Moonday,Midsummer,1,60,40,71,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
Light Rain (<1/2 inch),35,121,Twiceday,Midsummer,2,65,45,83,35,Prevailing Direction,70,45,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),25,122,Thriceday,Midsummer,3,70,50,81,25,Prevailing Direction,75,50,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
Heavy Rain (<1.5 inch),35,123,Fourday,Midsummer,4,65,45,88,35,Prevailing Direction,70,45,Normal,17.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,45,124,Freeday,Midsummer,5,60,40,73,45,From Arctic,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,125,Godsday,Midsummer,6,65,45,86,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,126,Moonday,Midsummer,7,70,50,81,30,Prevailing Direction,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),40,127,Twiceday,Midsummer,8,60,40,84,40,From Arctic,60,40,Normal,20,-2/-4/X/X,-3,2/3,50,30,15,10
Light Rain (<1/2 inch),45,128,Thriceday,Midsummer,9,60,40,89,45,From Arctic,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,129,Fourday,Midsummer,10,70,55,84,30,From Tropics,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),40,130,Freeday,Midsummer,11,65,45,81,40,From Arctic,65,45,Normal,20,-2/-4/X/X,-3,2/3,50,30,15,10
Light Rain (<1/2 inch),45,131,Godsday,Midsummer,12,60,40,83,45,From Arctic,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),35,132,Moonday,Midsummer,13,70,50,73,35,From Tropics,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,133,Twiceday,Midsummer,14,70,50,73,35,Prevailing Direction,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,134,Thriceday,Midsummer,15,65,45,71,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,135,Fourday,Midsummer,16,60,40,75,45,From Arctic,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,136,Freeday,Midsummer,17,60,40,84,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,137,Godsday,Midsummer,18,60,40,90,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),45,138,Moonday,Midsummer,19,60,40,73,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),45,139,Twiceday,Midsummer,20,60,40,87,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),45,140,Thriceday,Midsummer,21,60,40,71,45,From Arctic,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,141,Fourday,Midsummer,22,65,45,76,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,142,Freeday,Midsummer,23,60,40,82,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,143,Godsday,Midsummer,24,65,45,74,45,Prevailing Direction,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,144,Moonday,Midsummer,25,70,50,86,35,Prevailing Direction,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,35,145,Twiceday,Midsummer,26,70,50,90,35,Prevailing Direction,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,146,Thriceday,Midsummer,27,70,55,88,20,Prevailing Direction,75,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),30,147,Fourday,Midsummer,28,65,45,78,30,From Arctic,70,45,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),20,148,Freeday,Midsummer,29,70,50,87,20,Prevailing Direction,75,50,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
Light Rain (<1/2 inch),30,149,Godsday,Midsummer,30,65,45,87,30,Prevailing Direction,70,45,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Heavy Rain (<1.5 inch),20,150,Moonday,Haymoon,1,70,55,90,20,From Tropics,75,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,151,Twiceday,Haymoon,2,65,45,84,35,From Arctic,70,45,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,152,Thriceday,Haymoon,3,70,55,72,20,From Tropics,75,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,153,Fourday,Haymoon,4,80,60,88,5,From Tropics,90,70,Normal,2.5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),15,154,Freeday,Haymoon,5,75,55,87,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,0,155,Godsday,Haymoon,6,80,60,81,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,156,Moonday,Haymoon,7,70,55,76,15,From Arctic,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),25,157,Twiceday,Haymoon,8,70,50,80,25,Prevailing Direction,75,50,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,40,158,Thriceday,Haymoon,9,60,40,75,40,From Arctic,60,40,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),45,159,Fourday,Haymoon,10,50,30,76,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
Moderate Rain (<3/4 inch),35,160,Freeday,Haymoon,11,65,45,73,35,From Tropics,70,45,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),45,161,Godsday,Haymoon,12,60,40,90,45,Prevailing Direction,60,40,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
Light Rain (<1/2 inch),45,162,Moonday,Haymoon,13,50,30,81,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),35,163,Twiceday,Haymoon,14,60,40,75,35,Prevailing Direction,65,40,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,35,164,Thriceday,Haymoon,15,60,40,73,35,Prevailing Direction,65,40,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,165,Fourday,Haymoon,16,70,50,85,20,From Tropics,75,50,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,166,Freeday,Haymoon,17,70,55,87,10,Prevailing Direction,80,65,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,167,Godsday,Haymoon,18,80,65,78,0,Indescernable,90,75,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,168,Moonday,Haymoon,19,85,70,89,0,Indescernable,100,80,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,169,Twiceday,Haymoon,20,90,70,78,0,Indescernable,105,80,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,170,Thriceday,Haymoon,21,85,65,83,10,From Arctic,100,75,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,171,Fourday,Haymoon,22,85,70,83,0,Indescernable,100,80,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,172,Freeday,Haymoon,23,85,65,77,15,Prevailing Direction,100,75,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,173,Godsday,Haymoon,24,85,70,87,0,Indescernable,100,80,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,174,Moonday,Haymoon,25,80,60,81,0,Indescernable,90,70,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,175,Twiceday,Haymoon,26,80,65,90,0,Indescernable,90,75,Drought,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,176,Thriceday,Haymoon,27,85,65,71,0,Indescernable,100,75,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,177,Fourday,Haymoon,28,85,70,88,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),10,178,Freeday,Haymoon,29,80,65,82,10,From Arctic,90,75,Normal,5,-,-,-,50,30,15,10
No Precipitation,0,179,Godsday,Haymoon,30,85,65,74,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
