precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
No Precipitation,45,16,Freeday,Springmoon,17,18,10,33,45,Prevailing Direction,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,17,Godsday,Springmoon,18,10,0,23,45,Prevailing Direction,-40,-55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),45,18,Moonday,Springmoon,19,-5,-20,34,45,From Arctic,-65,-90,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,19,Twiceday,Springmoon,20,-5,-20,22,45,From Arctic,-65,-90,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,20,Thriceday,Springmoon,21,-5,-20,31,45,Prevailing Direction,-65,-90,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,21,Fourday,Springmoon,22,10,0,38,35,From Tropics,-35,-50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),45,22,Freeday,Springmoon,23,-5,-20,33,45,From Arctic,-65,-90,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Snow (1/2 inch),45,23,Godsday,Springmoon,24,-5,-20,23,45,Prevailing Direction,-65,-90,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,24,Moonday,Springmoon,25,18,10,33,30,From Tropics,-20,-35,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,25,Twiceday,Springmoon,26,10,0,30,40,Prevailing Direction,-40,-55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),30,26,Thriceday,Springmoon,27,18,10,22,30,Prevailing Direction,-20,-35,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Trace Snow (1/2 inch),20,27,Fourday,Springmoon,28,25,10,32,20,Prevailing Direction,-5,-25,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,0,28,Freeday,Springmoon,29,0,-10,35,0,Indescernable,-5,-15,Normal,0,-,-,-,500,300,50,25
Trace Snow (1/2 inch),0,29,Godsday,Springmoon,30,10,0,33,0,Indescernable,5,-5,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,30,Moonday,Eostara,1,18,10,27,0,Indescernable,15,5,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,31,Twiceday,Eostara,2,18,10,34,10,Prevailing Direction,0,-10,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,32,Thriceday,Eostara,3,25,10,31,0,Indescernable,20,5,Normal,0,-,-,-,500,300,50,25
Trace Snow (1/2 inch),0,33,Fourday,Eostara,4,35,15,39,0,Indescernable,35,10,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,34,Freeday,Eostara,5,40,20,30,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,35,Godsday,Eostara,6,60,40,31,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,36,Moonday,Eostara,7,65,45,21,0,Indescernable,65,45,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,37,Twiceday,Eostara,8,65,45,30,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,38,Thriceday,Eostara,9,60,40,38,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,39,Fourday,Eostara,10,60,40,37,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,40,Freeday,Eostara,11,65,45,29,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,41,Godsday,Eostara,12,60,40,32,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,42,Moonday,Eostara,13,65,45,40,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,43,Twiceday,Eostara,14,65,45,36,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,44,Thriceday,Eostara,15,65,45,33,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,45,Fourday,Eostara,16,60,40,22,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,46,Freeday,Eostara,17,40,20,26,10,From Arctic,40,0,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,47,Godsday,Eostara,18,50,30,24,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,48,Moonday,Eostara,19,60,40,26,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,49,Twiceday,Eostara,20,60,40,22,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,50,Thriceday,Eostara,21,50,30,27,10,Prevailing Direction,50,15,Normal,5,-,-,-,400,250,50,25
No Precipitation,25,51,Fourday,Eostara,22,40,20,39,25,Prevailing Direction,40,-15,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),15,52,Freeday,Eostara,23,50,30,26,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,15,53,Godsday,Eostara,24,50,30,38,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,54,Moonday,Eostara,25,50,30,40,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,55,Twiceday,Eostara,26,50,30,35,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,56,Thriceday,Eostara,27,60,40,28,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,57,Fourday,Eostara,28,65,45,29,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,58,Freeday,Eostara,29,65,45,30,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,59,Godsday,Eostara,30,65,45,39,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,60,Moonday,Pasturemoon,1,60,40,22,15,Prevailing Direction,60,40,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),5,61,Twiceday,Pasturemoon,2,65,45,24,5,Prevailing Direction,65,45,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,0,62,Thriceday,Pasturemoon,3,70,50,34,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,63,Fourday,Pasturemoon,4,70,50,24,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,64,Freeday,Pasturemoon,5,65,45,35,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,65,Godsday,Pasturemoon,6,50,30,34,10,From Arctic,50,15,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,66,Moonday,Pasturemoon,7,65,45,40,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,67,Twiceday,Pasturemoon,8,65,45,36,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,68,Thriceday,Pasturemoon,9,70,50,32,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,69,Fourday,Pasturemoon,10,70,50,28,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,70,Freeday,Pasturemoon,11,65,45,24,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,71,Godsday,Pasturemoon,12,70,50,28,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,72,Moonday,Pasturemoon,13,70,50,21,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,73,Twiceday,Pasturemoon,14,70,50,31,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,74,Thriceday,Pasturemoon,15,60,40,24,15,Prevailing Direction,60,40,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,75,Fourday,Pasturemoon,16,40,20,36,30,From Arctic,40,-20,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,76,Freeday,Pasturemoon,17,50,30,26,30,Prevailing Direction,50,0,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,77,Godsday,Pasturemoon,18,60,40,31,15,Prevailing Direction,60,40,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,78,Moonday,Pasturemoon,19,40,20,37,25,From Arctic,40,-15,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,79,Twiceday,Pasturemoon,20,50,30,28,15,Prevailing Direction,50,10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,80,Thriceday,Pasturemoon,21,65,45,23,5,From Tropics,65,45,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,81,Fourday,Pasturemoon,22,70,50,24,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,82,Freeday,Pasturemoon,23,60,40,34,10,From Arctic,60,40,Normal,5,-,-,-,400,250,50,25
No Precipitation,20,83,Godsday,Pasturemoon,24,40,20,35,20,From Arctic,40,-10,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,84,Moonday,Pasturemoon,25,65,45,31,5,From Tropics,65,45,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,15,85,Twiceday,Pasturemoon,26,60,40,27,15,Prevailing Direction,60,40,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,86,Thriceday,Pasturemoon,27,65,45,29,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,87,Fourday,Pasturemoon,28,70,50,37,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,88,Freeday,Pasturemoon,29,70,50,22,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,89,Godsday,Pasturemoon,30,70,50,36,0,Indescernable,70,50,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,90,Moonday,Fallowmoon,1,65,45,21,15,Prevailing Direction,65,45,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,91,Twiceday,Fallowmoon,2,60,40,34,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,92,Thriceday,Fallowmoon,3,65,45,35,15,Prevailing Direction,65,45,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),5,93,Fourday,Fallowmoon,4,70,50,38,5,Prevailing Direction,70,50,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,5,94,Freeday,Fallowmoon,5,70,50,29,5,Prevailing Direction,70,50,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,95,Godsday,Fallowmoon,6,70,55,24,0,Indescernable,70,55,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,96,Moonday,Fallowmoon,7,70,50,25,10,Prevailing Direction,70,50,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,97,Twiceday,Fallowmoon,8,60,40,32,25,From Arctic,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,98,Thriceday,Fallowmoon,9,60,40,25,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,99,Fourday,Fallowmoon,10,65,45,22,10,Prevailing Direction,65,45,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,100,Freeday,Fallowmoon,11,65,45,24,10,Prevailing Direction,65,45,Normal,5,-,-,-,500,300,50,25
No Precipitation,20,101,Godsday,Fallowmoon,12,60,40,31,20,Prevailing Direction,60,40,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,102,Moonday,Fallowmoon,13,60,40,21,20,Prevailing Direction,60,40,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,103,Twiceday,Fallowmoon,14,70,55,30,0,Indescernable,70,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,104,Thriceday,Fallowmoon,15,70,50,21,10,Prevailing Direction,70,50,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,105,Fourday,Fallowmoon,16,75,55,25,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,106,Freeday,Fallowmoon,17,75,55,38,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,107,Godsday,Fallowmoon,18,80,60,29,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,108,Moonday,Fallowmoon,19,80,60,25,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,109,Twiceday,Fallowmoon,20,75,55,27,10,Prevailing Direction,80,55,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,110,Thriceday,Fallowmoon,21,80,60,34,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,111,Fourday,Fallowmoon,22,70,55,34,15,Prevailing Direction,70,55,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,112,Freeday,Fallowmoon,23,65,45,33,30,From Arctic,65,45,Drought,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,20,113,Godsday,Fallowmoon,24,70,50,30,20,Prevailing Direction,70,50,Drought,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,114,Moonday,Fallowmoon,25,65,45,23,30,Prevailing Direction,65,45,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,115,Twiceday,Fallowmoon,26,65,45,36,30,Prevailing Direction,65,45,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,20,116,Thriceday,Fallowmoon,27,70,50,32,20,Prevailing Direction,70,50,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,117,Fourday,Fallowmoon,28,65,45,31,30,Prevailing Direction,65,45,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,0,118,Freeday,Fallowmoon,29,75,55,21,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,119,Godsday,Fallowmoon,30,75,55,28,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,120,Moonday,Midsummer,1,80,60,27,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,121,Twiceday,Midsummer,2,75,55,30,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,122,Thriceday,Midsummer,3,75,55,25,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,123,Fourday,Midsummer,4,75,55,28,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,124,Freeday,Midsummer,5,70,55,34,10,Prevailing Direction,70,55,Drought,5,-,-,-,500,300,50,25
No Precipitation,10,125,Godsday,Midsummer,6,70,55,37,10,Prevailing Direction,70,55,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,126,Moonday,Midsummer,7,75,55,29,0,Indescernable,80,55,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,127,Twiceday,Midsummer,8,70,55,34,15,Prevailing Direction,70,55,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,128,Thriceday,Midsummer,9,65,45,21,25,From Arctic,65,45,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,129,Fourday,Midsummer,10,70,55,37,15,From Tropics,70,55,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,130,Freeday,Midsummer,11,80,60,34,5,From Tropics,85,60,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,5,131,Godsday,Midsummer,12,75,55,40,5,Prevailing Direction,80,55,Normal,2.5,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),15,132,Moonday,Midsummer,13,70,50,34,15,From Arctic,70,50,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,0,133,Twiceday,Midsummer,14,75,55,38,0,Indescernable,80,55,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,134,Thriceday,Midsummer,15,70,55,39,10,Prevailing Direction,70,55,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,135,Fourday,Midsummer,16,70,55,30,10,Prevailing Direction,70,55,Normal,5,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,136,Freeday,Midsummer,17,75,55,28,0,Indescernable,80,55,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,137,Godsday,Midsummer,18,80,60,26,0,Indescernable,85,60,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,138,Moonday,Midsummer,19,75,55,37,10,Prevailing Direction,80,55,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,139,Twiceday,Midsummer,20,75,55,39,10,Prevailing Direction,80,55,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,140,Thriceday,Midsummer,21,75,55,31,10,Prevailing Direction,80,55,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,141,Fourday,Midsummer,22,70,55,24,25,Prevailing Direction,70,55,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,142,Freeday,Midsummer,23,70,50,37,35,Prevailing Direction,70,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,143,Godsday,Midsummer,24,75,55,31,20,From Tropics,75,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,144,Moonday,Midsummer,25,80,60,37,10,Prevailing Direction,85,60,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),20,145,Twiceday,Midsummer,26,75,55,37,20,Prevailing Direction,75,55,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,20,146,Thriceday,Midsummer,27,75,55,25,20,Prevailing Direction,75,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,147,Fourday,Midsummer,28,75,55,40,20,Prevailing Direction,75,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,148,Freeday,Midsummer,29,80,60,25,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,149,Godsday,Midsummer,30,70,55,39,15,Prevailing Direction,70,55,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,150,Moonday,Haymoon,1,80,60,33,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,151,Twiceday,Haymoon,2,80,60,31,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,152,Thriceday,Haymoon,3,80,60,32,0,Indescernable,85,60,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,153,Fourday,Haymoon,4,70,50,30,15,From Arctic,70,50,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,154,Freeday,Haymoon,5,70,55,28,5,Prevailing Direction,70,55,Drought,2.5,-,-,-,500,300,50,25
No Precipitation,20,155,Godsday,Haymoon,6,65,45,39,20,From Arctic,65,45,Drought,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,156,Moonday,Haymoon,7,50,30,39,35,From Arctic,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,157,Twiceday,Haymoon,8,60,40,34,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),35,158,Thriceday,Haymoon,9,50,30,38,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Snow (1/2 inch),45,159,Fourday,Haymoon,10,40,20,24,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Snow (1/2 inch),45,160,Freeday,Haymoon,11,35,15,22,45,Prevailing Direction,0,-30,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,161,Godsday,Haymoon,12,30,15,38,45,Prevailing Direction,-5,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,162,Moonday,Haymoon,13,40,20,40,35,From Tropics,40,-20,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,163,Twiceday,Haymoon,14,35,15,26,45,Prevailing Direction,0,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),45,164,Thriceday,Haymoon,15,25,10,36,45,From Arctic,-15,-40,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,165,Fourday,Haymoon,16,35,15,30,35,From Tropics,0,-30,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,166,Freeday,Haymoon,17,30,15,29,45,Prevailing Direction,-5,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,167,Godsday,Haymoon,18,30,15,24,45,Prevailing Direction,-5,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,168,Moonday,Haymoon,19,25,10,35,45,Prevailing Direction,-15,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,0,169,Twiceday,Haymoon,20,40,20,35,0,Indescernable,40,15,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,170,Thriceday,Haymoon,21,60,40,30,0,Indescernable,60,40,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,171,Fourday,Haymoon,22,60,40,30,0,Indescernable,60,40,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,172,Freeday,Haymoon,23,35,15,23,0,Indescernable,35,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,173,Godsday,Haymoon,24,35,15,38,0,Indescernable,35,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,174,Moonday,Haymoon,25,35,15,25,0,Indescernable,35,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,175,Twiceday,Haymoon,26,30,15,32,15,Prevailing Direction,10,-10,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,176,Thriceday,Haymoon,27,25,10,28,25,Prevailing Direction,-5,-30,Drought,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,177,Fourday,Haymoon,28,30,15,25,15,Prevailing Direction,10,-10,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,178,Freeday,Haymoon,29,35,15,31,0,Indescernable,35,10,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,179,Godsday,Haymoon,30,60,40,22,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,180,Moonday,Harvest,1,40,20,29,15,From Arctic,40,-5,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,181,Twiceday,Harvest,2,35,15,31,30,Prevailing Direction,5,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),20,182,Thriceday,Harvest,3,50,30,36,20,From Tropics,50,5,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Trace Rain (<1/8 inch),10,183,Fourday,Harvest,4,65,45,34,10,From Tropics,65,45,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,184,Freeday,Harvest,5,60,40,34,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,185,Godsday,Harvest,6,60,40,31,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,186,Moonday,Harvest,7,60,40,36,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,187,Twiceday,Harvest,8,50,30,38,25,Prevailing Direction,50,0,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Snow (1/2 inch),35,188,Thriceday,Harvest,9,35,15,24,35,From Arctic,0,-30,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,189,Fourday,Harvest,10,25,10,40,45,From Arctic,-15,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,190,Freeday,Harvest,11,18,10,26,45,From Arctic,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,191,Godsday,Harvest,12,30,15,30,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,192,Moonday,Harvest,13,30,15,22,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,193,Twiceday,Harvest,14,30,15,30,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
