precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
Trace Rain (<1/8 inch),45,32,Thriceday,Eostara,3,70,50,32,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,33,Fourday,Eostara,4,70,55,29,30,Prevailing Direction,70,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,34,Freeday,Eostara,5,65,45,38,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,35,Godsday,Eostara,6,70,55,36,30,Prevailing Direction,70,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),20,36,Moonday,Eostara,7,75,55,32,20,Prevailing Direction,75,55,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,20,37,Twiceday,Eostara,8,75,55,30,20,Prevailing Direction,75,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,38,Thriceday,Eostara,9,80,60,27,10,Prevailing Direction,85,60,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,39,Fourday,Eostara,10,80,65,26,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,40,Freeday,Eostara,11,85,65,37,0,Indescernable,90,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,41,Godsday,Eostara,12,85,65,26,0,Indescernable,90,65,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,42,Moonday,Eostara,13,80,65,37,10,Prevailing Direction,85,65,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,43,Twiceday,Eostara,14,80,65,28,10,Prevailing Direction,85,65,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,44,Thriceday,Eostara,15,80,65,39,10,Prevailing Direction,85,65,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,45,Fourday,Eostara,16,85,65,22,0,Indescernable,90,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,46,Freeday,Eostara,17,85,65,38,0,Indescernable,90,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,47,Godsday,Eostara,18,90,70,31,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,48,Moonday,Eostara,19,85,70,31,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,20,49,Twiceday,Eostara,20,85,65,38,20,Prevailing Direction,90,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,50,Thriceday,Eostara,21,80,65,25,35,Prevailing Direction,80,65,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,51,Fourday,Eostara,22,80,60,31,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,52,Freeday,Eostara,23,75,55,34,45,Prevailing Direction,75,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,53,Godsday,Eostara,24,80,60,30,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,54,Moonday,Eostara,25,75,55,39,45,Prevailing Direction,75,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,55,Twiceday,Eostara,26,80,65,32,35,From Tropics,80,65,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,56,Thriceday,Eostara,27,80,65,28,35,Prevailing Direction,80,65,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,57,Fourday,Eostara,28,80,60,36,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,58,Freeday,Eostara,29,80,60,21,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,59,Godsday,Eostara,30,80,65,23,35,Prevailing Direction,80,65,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,60,Moonday,Pasturemoon,1,75,55,35,45,Prevailing,75,55,Gale,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,61,Twiceday,Pasturemoon,2,75,55,23,45,Prevailing Direction,75,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,62,Thriceday,Pasturemoon,3,80,60,25,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,63,Fourday,Pasturemoon,4,80,60,38,45,Prevailing Direction,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,64,Freeday,Pasturemoon,5,75,55,28,45,Prevailing Direction,75,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,65,Godsday,Pasturemoon,6,80,60,30,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,66,Moonday,Pasturemoon,7,85,65,30,20,From Tropics,90,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,67,Twiceday,Pasturemoon,8,80,60,31,30,From Arctic,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,68,Thriceday,Pasturemoon,9,80,60,26,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,69,Fourday,Pasturemoon,10,75,55,27,40,From Arctic,75,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,0,70,Freeday,Pasturemoon,11,75,55,23,0,Indescernable,80,55,Particle Storm,0,-,-,-,500,300,50,25
No Precipitation,15,71,Godsday,Pasturemoon,12,75,55,40,15,From Arctic,80,55,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,72,Moonday,Pasturemoon,13,80,65,27,5,From Tropics,85,65,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,73,Twiceday,Pasturemoon,14,75,55,34,20,From Arctic,75,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,74,Thriceday,Pasturemoon,15,75,55,25,30,From Arctic,75,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,75,Fourday,Pasturemoon,16,80,65,25,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,76,Freeday,Pasturemoon,17,85,65,38,5,Prevailing Direction,90,65,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,77,Godsday,Pasturemoon,18,85,70,36,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,78,Moonday,Pasturemoon,19,85,70,34,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,79,Twiceday,Pasturemoon,20,90,70,30,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,80,Thriceday,Pasturemoon,21,85,70,39,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,81,Fourday,Pasturemoon,22,90,75,32,5,From Tropics,95,80,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,5,82,Freeday,Pasturemoon,23,90,75,40,5,Prevailing Direction,95,80,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,83,Godsday,Pasturemoon,24,90,70,28,20,Prevailing Direction,95,70,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,84,Moonday,Pasturemoon,25,90,75,25,10,Prevailing Direction,95,80,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,85,Twiceday,Pasturemoon,26,95,75,35,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,86,Thriceday,Pasturemoon,27,105,80,21,0,Indescernable,115,85,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,87,Fourday,Pasturemoon,28,115,85,25,0,Indescernable,125,90,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,88,Freeday,Pasturemoon,29,105,80,31,10,Prevailing Direction,115,85,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,89,Godsday,Pasturemoon,30,115,85,34,0,Indescernable,125,90,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,90,Moonday,Fallowmoon,1,105,80,24,10,Prevailing Direction,115,85,Normal,5,-,-,-,400,250,50,25
No Precipitation,10,91,Twiceday,Fallowmoon,2,105,80,21,10,Prevailing Direction,115,85,Normal,5,-,-,-,500,300,50,25
No Precipitation,20,92,Thriceday,Fallowmoon,3,100,80,35,20,Prevailing Direction,105,80,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,93,Fourday,Fallowmoon,4,105,80,29,10,Prevailing Direction,115,85,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,94,Freeday,Fallowmoon,5,115,85,39,0,Indescernable,125,90,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,95,Godsday,Fallowmoon,6,115,85,24,0,Indescernable,125,90,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,96,Moonday,Fallowmoon,7,105,80,40,10,Prevailing Direction,115,85,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,97,Twiceday,Fallowmoon,8,95,75,32,25,From Arctic,100,75,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,98,Thriceday,Fallowmoon,9,105,80,30,10,From Tropics,115,85,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,99,Fourday,Fallowmoon,10,95,75,33,25,From Arctic,100,75,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),35,100,Freeday,Fallowmoon,11,90,70,38,35,From Arctic,95,70,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,101,Godsday,Fallowmoon,12,90,70,28,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,102,Moonday,Fallowmoon,13,90,70,39,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,103,Twiceday,Fallowmoon,14,90,75,22,35,Prevailing Direction,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),25,104,Thriceday,Fallowmoon,15,95,75,29,25,Prevailing Direction,100,75,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,35,105,Fourday,Fallowmoon,16,90,70,26,35,From Arctic,95,70,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,106,Freeday,Fallowmoon,17,90,70,36,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,107,Godsday,Fallowmoon,18,95,75,31,35,From Tropics,100,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,108,Moonday,Fallowmoon,19,90,70,21,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,109,Twiceday,Fallowmoon,20,90,70,21,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,110,Thriceday,Fallowmoon,21,90,70,33,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,111,Fourday,Fallowmoon,22,90,75,38,35,Prevailing Direction,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,112,Freeday,Fallowmoon,23,90,75,21,35,Prevailing Direction,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,0,113,Godsday,Fallowmoon,24,105,80,37,0,Indescernable,115,85,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,114,Moonday,Fallowmoon,25,115,85,39,0,Indescernable,125,90,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,115,Twiceday,Fallowmoon,26,115,85,37,0,Indescernable,125,90,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,116,Thriceday,Fallowmoon,27,115,85,23,0,Indescernable,125,90,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,117,Fourday,Fallowmoon,28,115,85,26,0,Indescernable,125,90,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,118,Freeday,Fallowmoon,29,100,80,26,15,Prevailing Direction,110,85,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,119,Godsday,Fallowmoon,30,95,75,21,30,Prevailing Direction,100,75,Drought,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,120,Moonday,Midsummer,1,105,80,30,15,From Tropics,115,85,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,121,Twiceday,Midsummer,2,95,75,30,25,From Arctic,100,75,Drought,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,122,Thriceday,Midsummer,3,100,80,30,15,Prevailing Direction,110,85,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,123,Fourday,Midsummer,4,90,75,35,30,From Arctic,95,75,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,124,Freeday,Midsummer,5,90,75,22,30,Prevailing Direction,95,75,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,125,Godsday,Midsummer,6,90,70,38,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,126,Moonday,Midsummer,7,90,70,28,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,127,Twiceday,Midsummer,8,90,70,23,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,128,Thriceday,Midsummer,9,90,75,24,45,Prevailing Direction,90,75,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,129,Fourday,Midsummer,10,90,70,37,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,130,Freeday,Midsummer,11,90,75,37,45,Prevailing Direction,90,75,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),45,131,Godsday,Midsummer,12,90,70,26,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),35,132,Moonday,Midsummer,13,95,75,21,35,From Tropics,100,75,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,20,133,Twiceday,Midsummer,14,100,80,37,20,Prevailing Direction,105,80,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,134,Thriceday,Midsummer,15,90,75,29,30,From Arctic,95,75,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,135,Fourday,Midsummer,16,90,70,40,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,136,Freeday,Midsummer,17,90,70,22,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,137,Godsday,Midsummer,18,90,75,25,35,Prevailing Direction,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,138,Moonday,Midsummer,19,90,70,36,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,139,Twiceday,Midsummer,20,100,80,31,30,From Tropics,105,80,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,140,Thriceday,Midsummer,21,100,80,35,30,Prevailing Direction,105,80,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,141,Fourday,Midsummer,22,95,75,40,40,Prevailing Direction,95,75,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,142,Freeday,Midsummer,23,90,75,26,45,Prevailing Direction,90,75,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,143,Godsday,Midsummer,24,100,80,30,35,From Tropics,105,80,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,144,Moonday,Midsummer,25,95,75,21,45,Prevailing Direction,95,75,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,145,Twiceday,Midsummer,26,90,70,21,45,From Arctic,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,146,Thriceday,Midsummer,27,100,80,35,30,From Tropics,105,80,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,147,Fourday,Midsummer,28,100,80,29,30,Prevailing Direction,105,80,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,148,Freeday,Midsummer,29,90,75,37,45,From Arctic,90,75,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,149,Godsday,Midsummer,30,100,80,24,35,From Tropics,105,80,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,150,Moonday,Haymoon,1,105,80,36,20,Prevailing Direction,110,80,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,151,Twiceday,Haymoon,2,90,75,31,35,From Arctic,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,152,Thriceday,Haymoon,3,90,75,36,35,Prevailing Direction,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,153,Fourday,Haymoon,4,95,75,21,25,Prevailing Direction,100,75,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,154,Freeday,Haymoon,5,90,70,37,35,From Arctic,95,70,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,155,Godsday,Haymoon,6,85,70,36,45,Prevailing Direction,85,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,156,Moonday,Haymoon,7,90,70,36,35,Prevailing Direction,95,70,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,157,Twiceday,Haymoon,8,90,75,38,25,Prevailing Direction,95,75,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,158,Thriceday,Haymoon,9,90,70,36,40,Prevailing Direction,90,70,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,159,Fourday,Haymoon,10,85,65,37,45,From Arctic,85,65,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,160,Freeday,Haymoon,11,85,70,23,35,Prevailing Direction,90,70,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,161,Godsday,Haymoon,12,90,70,26,25,Prevailing Direction,95,70,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),0,162,Moonday,Haymoon,13,115,85,24,0,Indescernable,125,90,Heatwave,0,-,-,-,400,250,50,25
No Precipitation,10,163,Twiceday,Haymoon,14,115,85,39,10,From Arctic,125,90,Heatwave,5,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),20,164,Thriceday,Haymoon,15,115,85,38,20,From Arctic,120,90,Heatwave,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,10,165,Fourday,Haymoon,16,115,85,38,10,From Tropics,125,90,Heatwave,5,-,-,-,500,300,50,25
No Precipitation,20,166,Freeday,Haymoon,17,100,80,37,20,Prevailing Direction,105,80,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,167,Godsday,Haymoon,18,100,80,28,20,Prevailing Direction,105,80,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,168,Moonday,Haymoon,19,100,80,38,20,Prevailing Direction,105,80,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,169,Twiceday,Haymoon,20,90,75,35,35,From Arctic,95,75,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,170,Thriceday,Haymoon,21,90,70,38,45,Prevailing Direction,90,70,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,171,Fourday,Haymoon,22,95,75,25,30,From Tropics,100,75,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,172,Freeday,Haymoon,23,95,75,26,30,Prevailing Direction,100,75,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,173,Godsday,Haymoon,24,100,80,32,15,Prevailing Direction,110,85,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),5,174,Moonday,Haymoon,25,105,80,27,5,From Tropics,115,85,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,20,175,Twiceday,Haymoon,26,95,75,40,20,Prevailing Direction,100,75,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,176,Thriceday,Haymoon,27,90,70,32,30,From Arctic,95,70,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,177,Fourday,Haymoon,28,85,70,25,40,Prevailing Direction,85,70,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,178,Freeday,Haymoon,29,85,65,33,45,Prevailing Direction,85,65,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,179,Godsday,Haymoon,30,80,60,28,45,From Arctic,80,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,180,Moonday,Harvest,1,75,55,24,45,Prevailing Direction,75,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,181,Twiceday,Harvest,2,80,65,29,35,From Tropics,80,65,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,182,Thriceday,Harvest,3,85,65,36,20,Prevailing Direction,90,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,183,Fourday,Harvest,4,85,70,37,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,15,184,Freeday,Harvest,5,80,65,30,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
