precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
No Precipitation,10,26,Thriceday,Springmoon,27,-5,-20,28,10,From Arctic,-25,-45,Drought,5,-,-,-,500,300,50,25
No Precipitation,10,27,Fourday,Springmoon,28,-5,-20,26,10,Prevailing Direction,-25,-45,Drought,5,-,-,-,500,300,50,25
No Precipitation,0,28,Freeday,Springmoon,29,0,-10,31,0,Indescernable,-5,-15,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,29,Godsday,Springmoon,30,10,0,31,0,Indescernable,5,-5,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,30,Moonday,Eostara,1,10,0,22,0,Indescernable,5,-5,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,31,Twiceday,Eostara,2,0,-10,39,10,Prevailing Direction,-20,-30,Drought,5,-,-,-,500,300,50,25
No Precipitation,10,32,Thriceday,Eostara,3,0,-10,23,10,Prevailing Direction,-20,-30,Drought,5,-,-,-,500,300,50,25
No Precipitation,25,33,Fourday,Eostara,4,-5,-20,40,25,Prevailing Direction,-50,-75,Drought,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,0,34,Freeday,Eostara,5,-5,-20,22,0,Indescernable,-10,-25,Drought,0,-,-,-,500,300,50,25
No Precipitation,10,35,Godsday,Eostara,6,-5,-20,25,10,Prevailing Direction,-25,-45,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,36,Moonday,Eostara,7,-5,-20,38,25,Prevailing Direction,-50,-75,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,37,Twiceday,Eostara,8,18,10,40,10,From Tropics,0,-10,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,38,Thriceday,Eostara,9,18,10,32,10,Prevailing Direction,0,-10,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,39,Fourday,Eostara,10,25,10,37,0,Indescernable,20,5,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,40,Freeday,Eostara,11,30,15,40,0,Indescernable,25,10,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,41,Godsday,Eostara,12,18,10,24,15,From Arctic,-5,-20,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,42,Moonday,Eostara,13,10,0,23,25,Prevailing Direction,-30,-45,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,43,Twiceday,Eostara,14,0,-10,26,40,Prevailing Direction,-55,-70,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,44,Thriceday,Eostara,15,0,-10,32,40,Prevailing Direction,-55,-70,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,45,Fourday,Eostara,16,0,-10,32,40,Prevailing Direction,-55,-70,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,46,Freeday,Eostara,17,10,0,28,30,Prevailing Direction,-35,-50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,20,47,Godsday,Eostara,18,25,10,21,20,From Tropics,-5,-25,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,48,Moonday,Eostara,19,18,10,35,30,Prevailing Direction,-20,-35,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,49,Twiceday,Eostara,20,10,0,24,40,Prevailing Direction,-40,-55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,0,50,Thriceday,Eostara,21,30,15,32,0,Indescernable,25,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,51,Fourday,Eostara,22,30,15,25,0,Indescernable,25,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,52,Freeday,Eostara,23,18,10,39,15,From Arctic,-5,-20,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,53,Godsday,Eostara,24,25,10,28,5,Prevailing Direction,20,5,Drought,2.5,-,-,-,500,300,50,25
No Precipitation,5,54,Moonday,Eostara,25,25,10,36,5,Prevailing Direction,20,5,Drought,2.5,-,-,-,500,300,50,25
No Precipitation,0,55,Twiceday,Eostara,26,30,15,24,0,Indescernable,25,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,0,56,Thriceday,Eostara,27,35,15,34,0,Indescernable,35,10,Drought,0,-,-,-,500,300,50,25
No Precipitation,15,57,Fourday,Eostara,28,30,15,40,15,Prevailing Direction,10,-10,Drought,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,58,Freeday,Eostara,29,35,15,32,5,Prevailing Direction,35,10,Drought,2.5,-,-,-,500,300,50,25
No Precipitation,5,59,Godsday,Eostara,30,35,15,35,5,Prevailing Direction,35,10,Drought,2.5,-,-,-,500,300,50,25
No Precipitation,0,60,Moonday,Pasturemoon,1,50,30,28,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,61,Twiceday,Pasturemoon,2,60,40,39,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,62,Thriceday,Pasturemoon,3,60,40,32,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,63,Fourday,Pasturemoon,4,60,40,28,0,Indescernable,60,40,Normal,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,64,Freeday,Pasturemoon,5,60,40,40,0,Indescernable,60,40,Normal,0,-,-,-,400,250,50,25
No Precipitation,10,65,Godsday,Pasturemoon,6,50,30,35,10,Prevailing Direction,50,15,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,66,Moonday,Pasturemoon,7,60,40,24,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,67,Twiceday,Pasturemoon,8,35,15,31,15,From Arctic,15,-10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,68,Thriceday,Pasturemoon,9,40,20,40,5,Prevailing Direction,40,15,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,69,Fourday,Pasturemoon,10,50,30,39,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,70,Freeday,Pasturemoon,11,35,15,35,10,From Arctic,20,-5,Normal,5,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,71,Godsday,Pasturemoon,12,50,30,26,0,Indescernable,50,25,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,72,Moonday,Pasturemoon,13,60,40,34,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,73,Twiceday,Pasturemoon,14,60,40,22,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,74,Thriceday,Pasturemoon,15,60,40,36,0,Indescernable,60,40,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,75,Fourday,Pasturemoon,16,40,20,35,15,Prevailing Direction,40,-5,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,25,76,Freeday,Pasturemoon,17,35,15,23,25,Prevailing Direction,5,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,77,Godsday,Pasturemoon,18,30,15,33,40,Prevailing Direction,-5,-30,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,78,Moonday,Pasturemoon,19,30,15,37,40,Prevailing Direction,-5,-30,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,79,Twiceday,Pasturemoon,20,30,15,35,40,Prevailing Direction,-5,-30,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,40,80,Thriceday,Pasturemoon,21,30,15,38,40,Prevailing Direction,-5,-30,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,81,Fourday,Pasturemoon,22,35,15,26,30,Prevailing Direction,5,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,82,Freeday,Pasturemoon,23,30,15,23,45,Prevailing Direction,-5,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,83,Godsday,Pasturemoon,24,35,15,26,35,Prevailing Direction,0,-30,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,84,Moonday,Pasturemoon,25,50,30,24,25,From Tropics,50,0,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Snow (1/2 inch),35,85,Twiceday,Pasturemoon,26,35,15,31,35,From Arctic,0,-30,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,86,Thriceday,Pasturemoon,27,35,15,28,35,Prevailing Direction,0,-30,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,87,Fourday,Pasturemoon,28,40,20,34,20,Prevailing Direction,40,-10,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,88,Freeday,Pasturemoon,29,30,15,29,30,From Arctic,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),0,89,Godsday,Pasturemoon,30,50,30,34,0,Indescernable,50,25,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,90,Moonday,Fallowmoon,1,65,45,28,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,91,Twiceday,Fallowmoon,2,65,45,29,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,92,Thriceday,Fallowmoon,3,60,40,27,10,Prevailing Direction,60,40,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,93,Fourday,Fallowmoon,4,70,50,22,0,Indescernable,70,50,Normal,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),10,94,Freeday,Fallowmoon,5,65,45,22,10,Prevailing Direction,65,45,Normal,5,-,-,-,400,250,50,25
No Precipitation,25,95,Godsday,Fallowmoon,6,60,40,33,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,96,Moonday,Fallowmoon,7,60,40,23,25,Prevailing Direction,60,40,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,97,Twiceday,Fallowmoon,8,50,30,29,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,98,Thriceday,Fallowmoon,9,40,20,31,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,99,Fourday,Fallowmoon,10,60,40,39,30,Prevailing Direction,60,40,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,100,Freeday,Fallowmoon,11,70,50,29,15,From Tropics,70,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,101,Godsday,Fallowmoon,12,70,50,31,5,From Tropics,70,50,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,102,Moonday,Fallowmoon,13,50,30,26,20,From Arctic,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,103,Twiceday,Fallowmoon,14,40,20,34,35,Prevailing Direction,40,-20,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,104,Thriceday,Fallowmoon,15,40,20,28,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,105,Fourday,Fallowmoon,16,40,20,39,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,106,Freeday,Fallowmoon,17,60,40,31,35,From Tropics,60,40,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,107,Godsday,Fallowmoon,18,40,20,23,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,108,Moonday,Fallowmoon,19,50,30,23,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,109,Twiceday,Fallowmoon,20,60,40,39,30,Prevailing Direction,60,40,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,110,Thriceday,Fallowmoon,21,50,30,25,40,Prevailing Direction,50,-5,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,111,Fourday,Fallowmoon,22,40,20,30,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,112,Freeday,Fallowmoon,23,40,20,29,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,113,Godsday,Fallowmoon,24,40,20,22,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Snow (1/2 inch),0,114,Moonday,Fallowmoon,25,40,20,37,0,Indescernable,40,15,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,115,Twiceday,Fallowmoon,26,65,45,34,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
Trace Snow (1/2 inch),0,116,Thriceday,Fallowmoon,27,35,15,33,0,Indescernable,35,10,Coldwave,0,-,-,-,400,250,50,25
No Precipitation,10,117,Fourday,Fallowmoon,28,35,15,23,10,From Arctic,20,-5,Coldwave,5,-,-,-,500,300,50,25
No Precipitation,0,118,Freeday,Fallowmoon,29,35,15,27,0,Indescernable,35,10,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,0,119,Godsday,Fallowmoon,30,35,15,21,0,Indescernable,35,10,Coldwave,0,-,-,-,500,300,50,25
Trace Snow (1/2 inch),0,120,Moonday,Midsummer,1,35,15,40,0,Indescernable,35,10,Coldwave,0,-,-,-,400,250,50,25
No Precipitation,0,121,Twiceday,Midsummer,2,35,15,31,0,Indescernable,35,10,Coldwave,0,-,-,-,500,300,50,25
No Precipitation,10,122,Thriceday,Midsummer,3,40,20,31,10,From Arctic,40,0,Normal,5,-,-,-,500,300,50,25
No Precipitation,20,123,Fourday,Midsummer,4,40,20,40,20,Prevailing Direction,40,-10,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,124,Freeday,Midsummer,5,50,30,33,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,125,Godsday,Midsummer,6,60,40,23,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,126,Moonday,Midsummer,7,65,45,35,0,Indescernable,65,45,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,127,Twiceday,Midsummer,8,60,40,28,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,20,128,Thriceday,Midsummer,9,50,30,31,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,129,Fourday,Midsummer,10,50,30,34,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,130,Freeday,Midsummer,11,50,30,37,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,131,Godsday,Midsummer,12,40,20,31,30,Prevailing Direction,40,-20,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),20,132,Moonday,Midsummer,13,50,30,27,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,20,133,Twiceday,Midsummer,14,50,30,23,20,Prevailing Direction,50,5,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,10,134,Thriceday,Midsummer,15,60,40,31,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,135,Fourday,Midsummer,16,60,40,24,10,Prevailing Direction,60,40,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,136,Freeday,Midsummer,17,40,20,23,25,From Arctic,40,-15,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,35,137,Godsday,Midsummer,18,40,20,34,35,Prevailing Direction,40,-20,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,138,Moonday,Midsummer,19,40,20,26,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,139,Twiceday,Midsummer,20,60,40,24,30,Prevailing Direction,60,40,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,140,Thriceday,Midsummer,21,50,30,36,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,141,Fourday,Midsummer,22,40,20,30,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,142,Freeday,Midsummer,23,60,40,21,35,From Tropics,60,40,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,143,Godsday,Midsummer,24,60,40,37,35,Prevailing Direction,60,40,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,144,Moonday,Midsummer,25,50,30,40,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,145,Twiceday,Midsummer,26,50,30,36,45,Prevailing Direction,50,-5,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,146,Thriceday,Midsummer,27,40,20,28,45,Prevailing Direction,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,147,Fourday,Midsummer,28,50,30,25,35,Prevailing Direction,50,-5,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Snow (1/2 inch),45,148,Freeday,Midsummer,29,40,20,40,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,149,Godsday,Midsummer,30,40,20,24,45,From Arctic,40,-25,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,150,Moonday,Haymoon,1,35,15,31,45,Prevailing Direction,0,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,35,151,Twiceday,Haymoon,2,40,20,35,35,Prevailing Direction,40,-20,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,152,Thriceday,Haymoon,3,30,15,38,45,From Arctic,-5,-30,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,153,Fourday,Haymoon,4,25,10,33,45,Prevailing Direction,-15,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,154,Freeday,Haymoon,5,25,10,30,45,Prevailing Direction,-15,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,155,Godsday,Haymoon,6,18,10,21,45,Prevailing Direction,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,156,Moonday,Haymoon,7,18,10,30,45,From Arctic,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,157,Twiceday,Haymoon,8,18,10,23,45,From Arctic,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,158,Thriceday,Haymoon,9,18,10,35,45,From Arctic,-25,-40,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,159,Fourday,Haymoon,10,30,15,35,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,160,Freeday,Haymoon,11,30,15,27,30,Prevailing Direction,0,-25,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Snow (1/2 inch),40,161,Godsday,Haymoon,12,18,10,39,40,From Arctic,-25,-40,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,25,162,Moonday,Haymoon,13,30,15,23,25,Prevailing Direction,0,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,163,Twiceday,Haymoon,14,30,15,31,25,Prevailing Direction,0,-20,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,164,Thriceday,Haymoon,15,35,15,38,10,Prevailing Direction,20,-5,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,165,Fourday,Haymoon,16,40,20,24,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,166,Freeday,Haymoon,17,50,30,40,0,Indescernable,50,25,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,167,Godsday,Haymoon,18,30,15,33,15,From Arctic,10,-10,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,168,Moonday,Haymoon,19,35,15,21,5,Prevailing Direction,35,10,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,169,Twiceday,Haymoon,20,40,20,38,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,170,Thriceday,Haymoon,21,50,30,27,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,171,Fourday,Haymoon,22,50,30,29,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,172,Freeday,Haymoon,23,40,20,35,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,173,Godsday,Haymoon,24,50,30,36,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,174,Moonday,Haymoon,25,40,20,31,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,175,Twiceday,Haymoon,26,50,30,22,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,176,Thriceday,Haymoon,27,50,30,32,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,177,Fourday,Haymoon,28,40,20,32,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,178,Freeday,Haymoon,29,50,30,37,0,Indescernable,50,25,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,179,Godsday,Haymoon,30,50,30,21,0,Indescernable,50,25,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,180,Moonday,Harvest,1,40,20,30,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,181,Twiceday,Harvest,2,35,15,36,0,Indescernable,35,10,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,182,Thriceday,Harvest,3,40,20,21,0,Indescernable,40,15,Normal,0,-,-,-,500,300,50,25
No Precipitation,10,183,Fourday,Harvest,4,35,15,29,10,Prevailing Direction,20,-5,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,184,Freeday,Harvest,5,25,10,25,25,From Arctic,-5,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,185,Godsday,Harvest,6,25,10,40,25,Prevailing Direction,-5,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,186,Moonday,Harvest,7,18,10,35,40,Prevailing Direction,-25,-40,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,25,187,Twiceday,Harvest,8,25,10,28,25,Prevailing Direction,-5,-30,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,188,Thriceday,Harvest,9,30,15,37,10,Prevailing Direction,15,-5,Normal,5,-,-,-,500,300,50,25
